,filename,width,height,class,xmin,ymin,xmax,ymax
1669,58 resized.jpg,765,990,Description,39,459,488,597
1670,580 resized.jpg,765,990,tabel,550,184,701,454
1671,580 resized.jpg,765,990,page_no,635,931,666,965
1672,581 resized.jpg,765,990,page_no,635,912,672,944
1673,581 resized.jpg,765,990,tabel,562,189,697,756
1674,582 resized.jpg,765,990,tabel,554,230,701,783
1675,582 resized.jpg,765,990,page_no,636,915,666,944
1676,583 resized.jpg,765,990,page_no,633,931,663,972
1677,583 resized.jpg,765,990,tabel,551,207,695,359
1678,584 resized.jpg,765,990,tabel,565,187,697,759
1679,584 resized.jpg,765,990,page_no,636,913,669,947
1680,585 resized.jpg,765,990,page_no,629,921,656,956
1681,585 resized.jpg,765,990,tabel,562,190,695,762
1682,586 resized.jpg,765,990,tabel,553,207,697,469
1683,586 resized.jpg,765,990,page_no,638,934,665,963
1684,587 resized.jpg,765,990,tabel,554,204,697,469
1685,587 resized.jpg,765,990,page_no,629,930,677,968
1686,588 resized.jpg,765,990,tabel,568,210,715,859
1687,588 resized.jpg,765,990,page_no,635,909,665,937
1688,589 resized.jpg,765,990,tabel,579,190,709,719
1689,589 resized.jpg,765,990,page_no,636,904,663,940
1690,58_ADP GETS US.pdf resized.jpg,765,990,page_no,632,913,668,950
1691,58_ADP GETS US.pdf resized.jpg,765,990,table,557,186,697,603
1692,58_ADP MAS eTime 09 30 2021 SOC 1.pdf resized.jpg,765,990,table,561,224,698,758
1693,58_ADP MAS eTime 09 30 2021 SOC 1.pdf resized.jpg,765,990,page_no,634,912,663,938
1694,58_ADP MAS eTime.pdf resized.jpg,765,990,page_no,634,907,665,946
1695,58_ADP MAS eTime.pdf resized.jpg,765,990,table,561,226,701,758
1696,58_ADP MAS ezLaborManager.pdf resized.jpg,765,990,table,558,190,694,704
1697,58_ADP MAS ezLaborManager.pdf resized.jpg,765,990,page_no,634,909,666,938
1698,58_ADP SOC 1 Report - Labor Manager Services System.pdf resized.jpg,765,990,page_no,632,933,666,963
1699,58_ADP SOC 1 Report - Labor Manager Services System.pdf resized.jpg,765,990,table,554,215,701,767
1700,58_ADP TotalPay Services (1).pdf resized.jpg,765,990,table,555,226,698,630
1701,58_ADP TotalPay Services (1).pdf resized.jpg,765,990,page_no,631,933,658,963
1702,58_ADP TotalPay Services.pdf resized.jpg,765,990,table,557,233,700,630
1703,58_ADP TotalPay Services.pdf resized.jpg,765,990,page_no,634,929,665,966
1704,59 resized.jpg,765,990,Description,48,463,480,597
1705,590 resized.jpg,765,990,tabel,551,225,698,772
1706,590 resized.jpg,765,990,page_no,636,910,665,939
1707,591 resized.jpg,765,990,page_no,629,930,669,963
1708,591 resized.jpg,765,990,tabel,551,225,700,789
1709,592 resized.jpg,765,990,tabel,562,187,700,510
1710,592 resized.jpg,765,990,page_no,633,913,660,942
1711,593 resized.jpg,765,990,tabel,551,222,697,619
1712,593 resized.jpg,765,990,page_no,636,915,665,951
1713,594 resized.jpg,765,990,tabel,554,230,697,783
1714,594 resized.jpg,765,990,page_no,633,928,671,968
1715,595 resized.jpg,765,990,tabel,562,187,698,509
1716,595 resized.jpg,765,990,page_no,636,910,668,944
1717,596 resized.jpg,765,990,tabel,563,190,697,709
1718,596 resized.jpg,765,990,page_no,627,925,659,963
1719,597 resized.jpg,765,990,tabel,553,198,695,786
1720,597 resized.jpg,765,990,page_no,635,934,665,962
1721,598 resized.jpg,765,990,tabel,551,200,697,787
1722,598 resized.jpg,765,990,page_no,629,931,666,965
1723,599 resized.jpg,765,990,tabel,566,210,716,671
1724,599 resized.jpg,765,990,page_no,632,912,669,940
1725,59_ADP AutoPay Payroll Services 9 30 2021 SOC 1.pdf resized.jpg,765,990,so,57,121,357,160
1726,59_ADP AutoPay Payroll Services 9 30 2021 SOC 1.pdf resized.jpg,765,990,so_name,55,160,308,200
1727,59_ADP AutoPay Payroll Services.pdf resized.jpg,765,990,so_name,63,163,275,195
1728,59_ADP AutoPay Payroll Services.pdf resized.jpg,765,990,so,60,113,332,152
1729,59_ADP GETS US.pdf resized.jpg,765,990,page_no,632,907,666,947
1730,59_ADP GETS US.pdf resized.jpg,765,990,table,557,266,697,529
1731,59_ADP MAS eTime 09 30 2021 SOC 1.pdf resized.jpg,765,990,table,563,284,697,781
1732,59_ADP MAS eTime 09 30 2021 SOC 1.pdf resized.jpg,765,990,page_no,635,910,668,938
1733,59_ADP MAS eTime.pdf resized.jpg,765,990,page_no,629,910,669,947
1734,59_ADP MAS eTime.pdf resized.jpg,765,990,table,563,284,695,780
1735,59_ADP MAS ezLaborManager.pdf resized.jpg,765,990,table,557,226,701,761
1736,59_ADP MAS ezLaborManager.pdf resized.jpg,765,990,page_no,629,907,661,938
1737,59_ADP Payroll Tax Services 09 30 2021 SOC1.pdf resized.jpg,765,990,so_name,58,169,263,200
1738,59_ADP Payroll Tax Services 09 30 2021 SOC1.pdf resized.jpg,765,990,so,60,121,312,158
1739,59_ADP Payroll Tax Services.pdf resized.jpg,765,990,so_name,60,169,314,204
1740,59_ADP Payroll Tax Services.pdf resized.jpg,765,990,so,60,116,320,156
1741,59_ADP SOC 1 Report - Labor Manager Services System.pdf resized.jpg,765,990,page_no,631,927,669,961
1742,59_ADP SOC 1 Report - Labor Manager Services System.pdf resized.jpg,765,990,table,561,283,698,798
1743,59_ADP TotalPay Services (1).pdf resized.jpg,765,990,table,555,193,695,836
1744,59_ADP TotalPay Services (1).pdf resized.jpg,765,990,page_no,634,929,666,966
1745,59_ADP TotalPay Services.pdf resized.jpg,765,990,table,554,193,698,840
1746,59_ADP TotalPay Services.pdf resized.jpg,765,990,page_no,631,930,663,963
1747,59_ADP Wage Payments.pdf resized.jpg,765,990,so,58,123,311,153
1748,59_ADP Wage Payments.pdf resized.jpg,765,990,so_name,57,160,268,193
1749,5_ADP GETS US.pdf resized.jpg,765,990,Date_Report,67,537,210,591
1750,5_ADP GETS US.pdf resized.jpg,765,990,Date_Report,85,549,228,603
1751,5_ADP SOC 1 Report - Auto Payroll Service System.pdf resized.jpg,765,990,Date_Report,56,833,199,887
1752,5_ADP SOC 1 Report - Labor Manager Services System.pdf resized.jpg,765,990,Date_Report,59,795,202,849
1753,6 resized.jpg,765,990,Description,47,472,545,568
1754,60 resized.jpg,765,990,Description,45,468,480,587
1755,600 resized.jpg,765,990,page_no,630,909,665,947
1756,600 resized.jpg,765,990,tabel,579,240,713,718
1757,601 resized.jpg,765,990,tabel,553,187,700,853
1758,601 resized.jpg,765,990,page_no,636,912,665,945
1759,602 resized.jpg,765,990,page_no,627,928,663,965
1760,602 resized.jpg,765,990,tabel,550,186,698,853
1761,603 resized.jpg,765,990,tabel,557,257,695,769
1762,603 resized.jpg,765,990,page_no,632,907,665,940
1763,604 resized.jpg,765,990,tabel,562,224,700,751
1764,604 resized.jpg,765,990,page_no,635,907,662,940
1765,605 resized.jpg,765,990,tabel,560,259,694,769
1766,605 resized.jpg,765,990,page_no,629,915,662,939
1767,606 resized.jpg,765,990,tabel,551,184,695,816
1768,606 resized.jpg,765,990,page_no,636,909,665,938
1769,607 resized.jpg,765,990,tabel,550,201,694,604
1770,607 resized.jpg,765,990,page_no,629,934,671,963
1771,608 resized.jpg,765,990,tabel,562,225,700,750
1772,608 resized.jpg,765,990,page_no,636,910,663,944
1773,609 resized.jpg,765,990,tabel,563,190,698,398
1774,609 resized.jpg,765,990,page_no,629,919,662,959
1775,60_ADP AutoPay Payroll Services 9 30 2021 SOC 1.pdf resized.jpg,765,990,Functions,51,319,702,385
1776,60_ADP AutoPay Payroll Services.pdf resized.jpg,765,990,Functions,54,317,705,383
1777,60_ADP GETS US.pdf resized.jpg,765,990,page_no,629,907,666,946
1778,60_ADP GETS US.pdf resized.jpg,765,990,table,555,224,698,738
1779,60_ADP MAS eTime 09 30 2021 SOC 1.pdf resized.jpg,765,990,table,561,204,697,547
1780,60_ADP MAS eTime 09 30 2021 SOC 1.pdf resized.jpg,765,990,page_no,631,909,671,947
1781,60_ADP MAS eTime.pdf resized.jpg,765,990,page_no,635,906,668,944
1782,60_ADP MAS eTime.pdf resized.jpg,765,990,table,561,207,694,550
1783,60_ADP MAS ezLaborManager.pdf resized.jpg,765,990,page_no,632,910,665,940
1784,60_ADP MAS ezLaborManager.pdf resized.jpg,765,990,table,555,221,700,770
1785,60_ADP Payroll Tax Services 09 30 2021 SOC1.pdf resized.jpg,765,990,Functions,54,324,705,390
1786,60_ADP Payroll Tax Services.pdf resized.jpg,765,990,Functions,57,322,708,388
1787,60_ADP SOC 1 Report - Auto Payroll Service System.pdf resized.jpg,765,990,so,60,124,308,153
1788,60_ADP SOC 1 Report - Auto Payroll Service System.pdf resized.jpg,765,990,so_name,54,166,252,190
1789,60_ADP SOC 1 Report - Labor Manager Services System.pdf resized.jpg,765,990,table,563,206,695,795
1790,60_ADP SOC 1 Report - Labor Manager Services System.pdf resized.jpg,765,990,page_no,634,932,665,960
1791,60_ADP TotalPay Services (1).pdf resized.jpg,765,990,page_no,629,932,663,960
1792,60_ADP TotalPay Services (1).pdf resized.jpg,765,990,table,551,230,705,760
1793,60_ADP TotalPay Services.pdf resized.jpg,765,990,table,551,229,697,766
1794,60_ADP TotalPay Services.pdf resized.jpg,765,990,page_no,632,933,666,960
1795,60_ADP Wage Payments.pdf resized.jpg,765,990,Functions,47,261,698,327
1796,61 resized.jpg,765,990,Description,32,463,529,574
1797,610 resized.jpg,765,990,tabel,548,283,700,666
1798,610 resized.jpg,765,990,page_no,633,931,666,966
1799,611 resized.jpg,765,990,tabel,551,286,697,666
1800,611 resized.jpg,765,990,page_no,632,935,666,961
1801,612 resized.jpg,765,990,tabel,569,212,710,680
1802,612 resized.jpg,765,990,page_no,633,915,666,940
1803,613 resized.jpg,765,990,tabel,576,206,707,663
1804,613 resized.jpg,765,990,page_no,632,909,665,940
1805,614 resized.jpg,765,990,page_no,630,907,663,938
1806,614 resized.jpg,765,990,tabel,551,186,701,740
1807,615 resized.jpg,765,990,tabel,549,184,695,757
1808,615 resized.jpg,765,990,page_no,626,930,666,966
1809,617 resized.jpg,765,990,tabel,565,180,700,854
1810,617 resized.jpg,765,990,page_no,635,912,665,939
1811,618 resized.jpg,765,990,page_no,633,910,663,937
1812,618 resized.jpg,765,990,tabel,559,183,698,753
1813,619 resized.jpg,765,990,tabel,553,227,701,757
1814,619 resized.jpg,765,990,page_no,636,909,663,940
1815,61_ADP GETS US.pdf resized.jpg,765,990,page_no,635,909,669,943
1816,61_ADP GETS US.pdf resized.jpg,765,990,table,558,244,697,778
1817,61_ADP MAS eTime 09 30 2021 SOC 1.pdf resized.jpg,765,990,table,561,206,695,747
1818,61_ADP MAS eTime 09 30 2021 SOC 1.pdf resized.jpg,765,990,page_no,629,913,665,944
1819,61_ADP MAS eTime.pdf resized.jpg,765,990,page_no,632,909,668,943
1820,61_ADP MAS eTime.pdf resized.jpg,765,990,table,563,206,694,747
1821,61_ADP MAS ezLaborManager.pdf resized.jpg,765,990,table,563,284,698,841
1822,61_ADP MAS ezLaborManager.pdf resized.jpg,765,990,page_no,631,912,665,943
1823,61_ADP SOC 1 Report - Auto Payroll Service System.pdf resized.jpg,765,990,Functions,51,314,702,380
1824,61_ADP SOC 1 Report - Labor Manager Services System.pdf resized.jpg,765,990,table,561,204,698,761
1825,61_ADP SOC 1 Report - Labor Manager Services System.pdf resized.jpg,765,990,page_no,635,923,665,966
1826,61_ADP TotalPay Services (1).pdf resized.jpg,765,990,page_no,628,920,672,961
1827,61_ADP TotalPay Services (1).pdf resized.jpg,765,990,table,552,192,701,495
1828,61_ADP TotalPay Services.pdf resized.jpg,765,990,table,552,193,700,493
1829,61_ADP TotalPay Services.pdf resized.jpg,765,990,page_no,631,932,663,964
1830,62 resized.jpg,765,990,Description,50,468,545,577
1831,620 resized.jpg,765,990,page_no,632,928,666,971
1832,620 resized.jpg,765,990,tabel,551,166,698,797
1833,621 resized.jpg,765,990,tabel,560,186,697,856
1834,621 resized.jpg,765,990,page_no,632,909,668,940
1835,622 resized.jpg,765,990,tabel,560,228,697,757
1836,622 resized.jpg,765,990,page_no,629,919,659,950
1837,623 resized.jpg,765,990,page_no,634,931,664,962
1838,623 resized.jpg,765,990,tabel,548,206,698,680
1839,624 resized.jpg,765,990,tabel,546,204,696,678
1840,624 resized.jpg,765,990,page_no,626,936,668,971
1841,625 resized.jpg,765,990,tabel,568,212,709,651
1842,625 resized.jpg,765,990,page_no,636,910,668,939
1843,626 resized.jpg,765,990,tabel,579,207,713,795
1844,626 resized.jpg,765,990,page_no,635,906,665,934
1845,627 resized.jpg,765,990,tabel,551,228,697,865
1846,627 resized.jpg,765,990,page_no,638,910,671,945
1847,628 resized.jpg,765,990,tabel,553,227,697,854
1848,628 resized.jpg,765,990,page_no,627,928,680,969
1849,629 resized.jpg,765,990,Date_Report,76,410,227,459
1850,62_ADP GETS US.pdf resized.jpg,765,990,page_no,631,907,666,940
1851,62_ADP GETS US.pdf resized.jpg,765,990,table,557,204,695,718
1852,62_ADP MAS eTime 09 30 2021 SOC 1.pdf resized.jpg,765,990,table,563,206,695,758
1853,62_ADP MAS eTime 09 30 2021 SOC 1.pdf resized.jpg,765,990,page_no,628,915,671,946
1854,62_ADP MAS eTime.pdf resized.jpg,765,990,table,560,204,700,753
1855,62_ADP MAS eTime.pdf resized.jpg,765,990,page_no,632,909,666,946
1856,62_ADP MAS ezLaborManager.pdf resized.jpg,765,990,table,560,206,698,318
1857,62_ADP MAS ezLaborManager.pdf resized.jpg,765,990,page_no,632,910,669,944
1858,62_ADP SOC 1 Report - Labor Manager Services System.pdf resized.jpg,765,990,table,561,206,697,643
1859,62_ADP SOC 1 Report - Labor Manager Services System.pdf resized.jpg,765,990,page_no,634,932,665,966
1860,62_ADP TotalPay Services (1).pdf resized.jpg,765,990,table,551,250,698,727
1861,62_ADP TotalPay Services (1).pdf resized.jpg,765,990,page_no,628,926,668,963
1862,62_ADP TotalPay Services.pdf resized.jpg,765,990,table,551,249,698,726
1863,62_ADP TotalPay Services.pdf resized.jpg,765,990,page_no,632,930,671,972
1864,63 resized.jpg,765,990,Description,48,474,527,595
1865,630 resized.jpg,765,990,Date_Report,63,400,230,460
1866,631 resized.jpg,765,990,Date_Report,79,403,242,462
1867,632 resized.jpg,765,990,Date_Report,76,409,233,463
1868,633 resized.jpg,765,990,tabel,557,183,697,544
1869,633 resized.jpg,765,990,page_no,633,904,672,940
1870,634 resized.jpg,765,990,tabel,562,187,697,339
1871,634 resized.jpg,765,990,page_no,633,913,668,944
1872,635 resized.jpg,765,990,tabel,557,184,701,545
1873,635 resized.jpg,765,990,page_no,636,910,663,947
1874,636 resized.jpg,765,990,page_no,632,915,669,940
1875,636 resized.jpg,765,990,tabel,554,189,698,494
1876,637 resized.jpg,765,990,tabel,553,207,698,721
1877,637 resized.jpg,765,990,page_no,632,928,668,959
1878,638 resized.jpg,765,990,tabel,563,187,695,339
1879,638 resized.jpg,765,990,page_no,632,907,665,971
1880,639 resized.jpg,765,990,tabel,563,192,695,859
1881,639 resized.jpg,765,990,page_no,626,918,659,951
1882,63_ADP GETS US.pdf resized.jpg,765,990,table,560,206,700,660
1883,63_ADP GETS US.pdf resized.jpg,765,990,page_no,631,909,663,938
1884,63_ADP MAS eTime 09 30 2021 SOC 1.pdf resized.jpg,765,990,page_no,631,909,666,941
1885,63_ADP MAS eTime 09 30 2021 SOC 1.pdf resized.jpg,765,990,table,563,209,695,758
1886,63_ADP MAS eTime.pdf resized.jpg,765,990,table,563,206,694,760
1887,63_ADP MAS eTime.pdf resized.jpg,765,990,page_no,631,909,669,943
1888,63_ADP MAS ezLaborManager.pdf resized.jpg,765,990,table,563,204,700,793
1889,63_ADP MAS ezLaborManager.pdf resized.jpg,765,990,page_no,629,912,666,938
1890,63_ADP SOC 1 Report - Labor Manager Services System.pdf resized.jpg,765,990,page_no,637,929,669,966
1891,63_ADP SOC 1 Report - Labor Manager Services System.pdf resized.jpg,765,990,table,561,204,697,853
1892,63_ADP TotalPay Services (1).pdf resized.jpg,765,990,table,551,209,698,843
1893,63_ADP TotalPay Services (1).pdf resized.jpg,765,990,page_no,631,930,668,969
1894,63_ADP TotalPay Services.pdf resized.jpg,765,990,page_no,632,930,665,969
1895,63_ADP TotalPay Services.pdf resized.jpg,765,990,table,552,210,701,838
1896,64 resized.jpg,765,990,Description,51,469,516,584
1897,640 resized.jpg,765,990,page_no,638,930,674,963
1898,640 resized.jpg,765,990,tabel,553,203,698,797
1899,641 resized.jpg,765,990,tabel,549,204,698,795
1900,641 resized.jpg,765,990,page_no,634,932,668,970
1901,642 resized.jpg,765,990,tabel,569,213,710,477
1902,642 resized.jpg,765,990,page_no,638,910,672,940
1903,643 resized.jpg,765,990,tabel,579,286,712,687
1904,643 resized.jpg,765,990,page_no,627,912,666,945
1905,644 resized.jpg,765,990,tabel,551,184,700,834
1906,644 resized.jpg,765,990,page_no,633,909,668,942
1907,645 resized.jpg,765,990,tabel,553,187,697,836
1908,645 resized.jpg,765,990,page_no,627,930,669,963
1909,646 resized.jpg,765,990,tabel,560,183,700,522
1910,646 resized.jpg,765,990,page_no,635,909,663,937
1911,647 resized.jpg,765,990,page_no,630,913,669,950
1912,647 resized.jpg,765,990,tabel,574,221,715,645
1913,648 resized.jpg,765,990,tabel,560,183,697,527
1914,648 resized.jpg,765,990,page_no,632,902,668,949
1915,649 resized.jpg,765,990,page_no,633,912,659,953
1916,649 resized.jpg,765,990,tabel,553,227,698,718
1917,64_ADP GETS US.pdf resized.jpg,765,990,table,554,226,695,856
1918,64_ADP GETS US.pdf resized.jpg,765,990,page_no,631,907,661,940
1919,64_ADP MAS eTime 09 30 2021 SOC 1.pdf resized.jpg,765,990,table,561,204,695,492
1920,64_ADP MAS eTime 09 30 2021 SOC 1.pdf resized.jpg,765,990,page_no,632,910,660,940
1921,64_ADP MAS eTime.pdf resized.jpg,765,990,table,561,204,700,490
1922,64_ADP MAS eTime.pdf resized.jpg,765,990,page_no,628,913,666,944
1923,64_ADP MAS ezLaborManager.pdf resized.jpg,765,990,tabel,561,207,692,852
1924,64_ADP MAS ezLaborManager.pdf resized.jpg,765,990,page_no,632,912,666,940
1925,64_ADP SOC 1 Report - Labor Manager Services System.pdf resized.jpg,765,990,tabel,560,207,700,718
1926,64_ADP SOC 1 Report - Labor Manager Services System.pdf resized.jpg,765,990,page_no,632,930,669,961
1927,64_ADP TotalPay Services (1).pdf resized.jpg,765,990,tabel,549,210,700,727
1928,64_ADP TotalPay Services (1).pdf resized.jpg,765,990,page_no,626,933,668,964
1929,64_ADP TotalPay Services.pdf resized.jpg,765,990,tabel,551,210,694,727
1930,64_ADP TotalPay Services.pdf resized.jpg,765,990,page_no,631,932,675,961
1931,65 resized.jpg,765,990,Description,48,471,519,603
1932,650 resized.jpg,765,990,page_no,630,925,671,960
1933,650 resized.jpg,765,990,tabel,556,168,697,356
1934,651 resized.jpg,765,990,tabel,572,222,712,648
1935,651 resized.jpg,765,990,page_no,635,912,665,940
1936,652 resized.jpg,765,990,tabel,565,190,701,347
1937,652 resized.jpg,765,990,page_no,632,924,669,950
1938,653 resized.jpg,765,990,tabel,550,204,700,783
1939,653 resized.jpg,765,990,page_no,633,933,669,968
1940,654 resized.jpg,765,990,tabel,551,207,695,780
1941,654 resized.jpg,765,990,page_no,624,931,668,960
1942,655 resized.jpg,765,990,tabel,568,250,716,750
1943,655 resized.jpg,765,990,page_no,635,915,663,954
1944,656 resized.jpg,765,990,tabel,576,207,706,794
1945,656 resized.jpg,765,990,page_no,632,907,671,948
1946,657 resized.jpg,765,990,tabel,553,186,698,469
1947,657 resized.jpg,765,990,page_no,630,907,666,940
1948,658 resized.jpg,765,990,page_no,630,927,679,989
1949,658 resized.jpg,765,990,tabel,553,189,697,471
1950,659 resized.jpg,765,990,page_no,632,909,663,944
1951,659 resized.jpg,765,990,tabel,560,186,703,583
1952,65_ADP GETS US.pdf resized.jpg,765,990,page_no,632,912,675,940
1953,65_ADP GETS US.pdf resized.jpg,765,990,tabel,557,186,695,643
1954,65_ADP MAS eTime 09 30 2021 SOC 1.pdf resized.jpg,765,990,page_no,628,913,665,943
1955,65_ADP MAS eTime 09 30 2021 SOC 1.pdf resized.jpg,765,990,tabel,561,207,703,700
1956,65_ADP MAS eTime.pdf resized.jpg,765,990,tabel,561,209,694,701
1957,65_ADP MAS eTime.pdf resized.jpg,765,990,page_no,632,912,669,947
1958,65_ADP MAS ezLaborManager.pdf resized.jpg,765,990,tabel,561,207,697,776
1959,65_ADP MAS ezLaborManager.pdf resized.jpg,765,990,page_no,634,910,657,941
1960,65_ADP TotalPay Services (1).pdf resized.jpg,765,990,tabel,549,212,697,747
1961,65_ADP TotalPay Services (1).pdf resized.jpg,765,990,page_no,629,932,663,966
1962,65_ADP TotalPay Services.pdf resized.jpg,765,990,page_no,629,932,668,967
1963,65_ADP TotalPay Services.pdf resized.jpg,765,990,tabel,551,212,700,743
1964,66 resized.jpg,765,990,Description,45,469,539,575
1965,660 resized.jpg,765,990,tabel,572,189,713,759
1966,660 resized.jpg,765,990,page_no,632,909,671,945
1967,661 resized.jpg,765,990,tabel,557,183,697,581
1968,661 resized.jpg,765,990,page_no,635,907,668,936
1969,662 resized.jpg,765,990,page_no,633,904,668,940
1970,662 resized.jpg,765,990,tabel,553,187,698,624
1971,663 resized.jpg,765,990,tabel,550,206,697,703
1972,663 resized.jpg,765,990,page_no,627,927,666,965
1973,664 resized.jpg,765,990,tabel,574,189,713,759
1974,664 resized.jpg,765,990,page_no,635,907,663,944
1975,665 resized.jpg,765,990,tabel,560,225,698,671
1976,665 resized.jpg,765,990,page_no,626,912,665,959
1977,666 resized.jpg,765,990,page_no,632,930,671,971
1978,666 resized.jpg,765,990,tabel,548,204,695,410
1979,667 resized.jpg,765,990,page_no,627,928,669,966
1980,667 resized.jpg,765,990,tabel,551,207,697,419
1981,668 resized.jpg,765,990,tabel,565,212,715,819
1982,668 resized.jpg,765,990,page_no,633,906,665,942
1983,669 resized.jpg,765,990,tabel,580,210,709,721
1984,669 resized.jpg,765,990,page_no,632,901,669,957
1985,66_ADP AutoPay Payroll Services 9 30 2021 SOC 1.pdf resized.jpg,765,990,tabel,558,260,697,732
1986,66_ADP AutoPay Payroll Services 9 30 2021 SOC 1.pdf resized.jpg,765,990,page_no,634,912,663,947
1987,66_ADP AutoPay Payroll Services.pdf resized.jpg,765,990,page_no,632,913,663,944
1988,66_ADP AutoPay Payroll Services.pdf resized.jpg,765,990,tabel,560,256,697,735
1989,66_ADP MAS eTime 09 30 2021 SOC 1.pdf resized.jpg,765,990,tabel,563,207,697,813
1990,66_ADP MAS eTime 09 30 2021 SOC 1.pdf resized.jpg,765,990,page_no,629,915,660,941
1991,66_ADP MAS eTime.pdf resized.jpg,765,990,page_no,632,909,669,946
1992,66_ADP MAS eTime.pdf resized.jpg,765,990,tabel,561,204,698,813
1993,66_ADP MAS ezLaborManager.pdf resized.jpg,765,990,tabel,563,204,700,835
1994,66_ADP MAS ezLaborManager.pdf resized.jpg,765,990,page_no,632,910,665,947
1995,66_ADP Payroll Tax Services 09 30 2021 SOC1.pdf resized.jpg,765,990,tabel,561,275,695,806
1996,66_ADP Payroll Tax Services 09 30 2021 SOC1.pdf resized.jpg,765,990,page_no,629,913,661,946
1997,66_ADP Payroll Tax Services.pdf resized.jpg,765,990,page_no,631,909,665,943
1998,66_ADP Payroll Tax Services.pdf resized.jpg,765,990,tabel,561,275,697,807
1999,66_ADP TotalPay Services (1).pdf resized.jpg,765,990,tabel,551,210,697,627
2000,66_ADP TotalPay Services (1).pdf resized.jpg,765,990,page_no,631,933,665,969
2001,66_ADP TotalPay Services.pdf resized.jpg,765,990,page_no,634,932,666,964
2002,66_ADP TotalPay Services.pdf resized.jpg,765,990,tabel,551,212,698,627
2003,66_ADP Wage Payments.pdf resized.jpg,765,990,tabel,578,267,714,841
2004,66_ADP Wage Payments.pdf resized.jpg,765,990,page_no,632,912,669,946
2005,67 resized.jpg,765,990,Description,45,469,522,578
2006,670 resized.jpg,765,990,tabel,556,222,695,831
2007,670 resized.jpg,765,990,page_no,632,912,676,945
2008,671 resized.jpg,765,990,page_no,624,925,671,963
2009,671 resized.jpg,765,990,tabel,553,225,698,833
2010,672 resized.jpg,765,990,tabel,562,181,698,489
2011,672 resized.jpg,765,990,page_no,636,906,665,940
2012,673 resized.jpg,765,990,page_no,630,910,668,945
2013,673 resized.jpg,765,990,tabel,574,187,715,528
2014,674 resized.jpg,765,990,tabel,560,184,703,483
2015,674 resized.jpg,765,990,page_no,630,903,668,948
2016,675 resized.jpg,765,990,page_no,633,909,674,953
2017,675 resized.jpg,765,990,tabel,554,186,701,475
2018,676 resized.jpg,765,990,tabel,550,168,701,609
2019,676 resized.jpg,765,990,page_no,626,925,672,966
2020,677 resized.jpg,765,990,page_no,635,909,669,944
2021,677 resized.jpg,765,990,tabel,576,190,713,531
2022,678 resized.jpg,765,990,tabel,563,192,691,803
2023,678 resized.jpg,765,990,page_no,630,921,663,954
2024,679 resized.jpg,765,990,page_no,634,930,667,963
2025,679 resized.jpg,765,990,tabel,553,259,697,757
2026,67_ADP AutoPay Payroll Services 9 30 2021 SOC 1.pdf resized.jpg,765,990,tabel,561,184,698,752
2027,67_ADP AutoPay Payroll Services 9 30 2021 SOC 1.pdf resized.jpg,765,990,page_no,632,913,668,941
2028,67_ADP AutoPay Payroll Services.pdf resized.jpg,765,990,page_no,631,909,671,941
2029,67_ADP AutoPay Payroll Services.pdf resized.jpg,765,990,tabel,557,181,697,752
2030,67_ADP TotalPay Services (1).pdf resized.jpg,765,990,tabel,551,212,697,803
2031,67_ADP TotalPay Services (1).pdf resized.jpg,765,990,page_no,629,932,666,963
2032,67_ADP TotalPay Services.pdf resized.jpg,765,990,tabel,554,210,695,800
2033,67_ADP TotalPay Services.pdf resized.jpg,765,990,page_no,631,930,665,966
2034,67_ADP Wage Payments.pdf resized.jpg,765,990,tabel,578,187,717,741
2035,67_ADP Wage Payments.pdf resized.jpg,765,990,page_no,631,913,668,941
2036,68 resized.jpg,765,990,Description,51,472,530,603
2037,680 resized.jpg,765,990,tabel,556,259,695,756
2038,680 resized.jpg,765,990,page_no,635,924,668,962
2039,681 resized.jpg,765,990,tabel,568,207,716,733
2040,681 resized.jpg,765,990,page_no,636,907,668,945
2041,682 resized.jpg,765,990,tabel,580,207,710,795
2042,682 resized.jpg,765,990,page_no,629,903,669,939
2043,683 resized.jpg,765,990,tabel,551,186,695,853
2044,683 resized.jpg,765,990,page_no,636,906,665,934
2045,684 resized.jpg,765,990,tabel,553,186,692,812
2046,684 resized.jpg,765,990,page_no,636,933,669,968
2047,685 resized.jpg,765,990,page_no,636,913,669,939
2048,685 resized.jpg,765,990,tabel,557,215,694,710
2049,686 resized.jpg,765,990,tabel,563,224,697,625
2050,686 resized.jpg,765,990,page_no,636,913,662,937
2051,687 resized.jpg,765,990,page_no,636,913,665,944
2052,687 resized.jpg,765,990,tabel,554,215,697,713
2053,688 resized.jpg,765,990,page_no,638,910,668,939
2054,688 resized.jpg,765,990,tabel,551,244,698,701
2055,689 resized.jpg,765,990,tabel,548,168,697,453
2056,689 resized.jpg,765,990,page_no,629,930,663,957
2057,68_ADP AutoPay Payroll Services 9 30 2021 SOC 1.pdf resized.jpg,765,990,page_no,629,915,666,943
2058,68_ADP AutoPay Payroll Services 9 30 2021 SOC 1.pdf resized.jpg,765,990,tabel,558,184,698,543
2059,68_ADP AutoPay Payroll Services.pdf resized.jpg,765,990,tabel,563,184,697,541
2060,68_ADP AutoPay Payroll Services.pdf resized.jpg,765,990,page_no,632,913,665,944
2061,68_ADP MAS eTime 09 30 2021 SOC 1.pdf resized.jpg,765,990,page_no,628,912,665,943
